,var0,var1,var2,var3,var4,var5,var6,var7,var8,var9,target
29905,0,6,0.0,3,12,21,0.0,0.0,31,39464.19,0
29906,0,0,0.0,0,0,0,0.0,0.0,25,64661.31,0
29907,0,0,3.0,0,0,0,2.79,2.4,23,52128.54,0
29908,0,0,3.0,3,0,3,2.04,0.09,23,149609.55,0
29909,0,6,100.65,6,0,12,110.34,0.0,23,96976.05,0
29910,33,6,15.0,21,48,75,28272.27,84786.78,42,50057.28,0
29911,0,3,1060.68,3,0,6,939.21,0.99,54,176498.76,0
29912,0,0,0.0,0,0,0,0.0,0.0,30,117310.979016494,0
29913,15,12,96.96,33,0,45,94.26,0.0,32,58916.82,0
29914,9,6,36100.02,24,0,30,0.0,0.0,25,117310.979016494,0
29915,0,0,30.0,0,0,0,23.22,9.69,23,45967.92,0
29916,0,0,2.34,0,0,0,2.67,0.0,30,278614.77,0
29917,0,0,3.0,0,0,0,2.85,2.55,23,117310.979016494,0
29918,0,0,0.0,0,0,0,0.0,0.0,38,172939.29,0
29919,0,0,0.0,0,0,0,0.0,0.0,24,117310.979016494,0
29920,6,0,1053.0,0,21,21,2574.99,5618.94,40,101945.16,0
29921,0,3,304.74,3,0,6,369.03,0.0,31,128318.52,0
29922,0,0,0.0,0,0,0,0.0,0.0,34,87384.84,0
29923,27,6,38854.83,24,0,30,0.0,0.0,48,60555.84,0
29924,0,0,0.0,0,0,0,0.0,0.0,23,73875.96,0
29925,12,33,933.27,27,21,81,847.95,1239.69,32,213327.78,0
29926,0,0,0.0,0,0,0,0.0,0.0,23,145669.26,0
29927,0,0,0.0,0,0,0,0.0,0.0,28,62457.0,0
29928,6,0,0.0,0,6,6,0.0,0.0,62,129275.79,0
29929,12,12,231.99,0,0,12,411.12,0.0,52,46327.98,0
29930,0,0,0.6,0,0,0,0.54,0.42,38,117310.979016494,0
29931,9,6,360.03,12,3,21,3930.03,0.0,42,203617.32,0
29932,0,12,0.0,0,3,15,0.0,0.0,42,104903.58,0
29933,0,0,90.0,0,0,0,65.19,15.54,22,119947.53,0
29934,0,0,90.0,0,0,0,63.87,11.61,22,117310.979016494,0
29935,3,9,7.77,3,0,12,4629.48,0.0,43,117310.979016494,0
29936,0,0,3.0,0,0,0,2.1,0.33,23,71531.79,0
29937,15,3,1054.71,15,15,33,649.41,19.35,42,117310.979016494,0
29938,0,0,90.0,0,0,0,90.0,0.0,23,177655.11,0
29939,0,0,3.0,0,0,0,2.52,1.59,26,117310.979016494,0
29940,15,0,90.0,21,3,24,267.75,23.22,26,103512.93,0
29941,3,0,14748.42,48,6,54,7449.21,0.0,45,54823.35,0
29942,0,0,3.0,0,0,0,2.61,1.83,23,117310.979016494,0
29943,33,0,3630.03,6,3,9,3513.36,6010.02,59,73290.81,0
29944,3,0,0.0,0,0,0,0.0,0.0,23,62920.44,0
29945,0,0,90.0,0,0,0,69.69,29.04,22,117310.979016494,0
29946,0,0,90.0,3,3,6,62.07,6.21,34,107721.81,0
29947,6,12,38.46,30,3,45,1155.36,0.0,31,101993.76,0
29948,0,0,0.0,0,0,0,0.0,0.0,15,101492.34,0
29949,0,0,3.0,0,0,0,2.64,1.95,29,117310.979016494,0
29950,6,3,83.61,3,0,6,86.82,0.0,26,117310.979016494,0
29951,3,3,300.0,0,0,3,232.26,96.78,57,117310.979016494,0
29952,0,0,3.0,0,0,0,2.16,0.51,23,173196.66,0
29953,0,0,0.0,0,0,0,0.0,0.0,23,97703.1,0
29954,0,0,6.0,0,0,0,5.16,3.48,28,85378.95,0
29955,0,0,3.0,0,0,0,2.22,0.69,23,111018.54,0
29956,6,6,69765.48,15,0,21,68932.74,0.0,45,97681.95,0
29957,0,0,30234.0,0,6,6,21351.63,6306.84,25,56056.08,0
29958,0,0,1.5,0,0,0,1.11,0.36,23,54132.36,0
29959,0,0,0.0,0,0,0,0.0,0.0,23,86844.99,0
29960,0,0,3.0,0,0,0,2.37,1.14,24,85871.76,0
29961,0,0,3.0,0,0,0,2.88,2.67,23,309072.93,0
29962,0,0,78.9,6,0,6,40.14,0.0,32,117310.979016494,0
29963,0,3,15.0,0,0,3,0.0,6.51,24,117310.979016494,0
29964,0,21,90.0,0,0,21,62.91,8.7,23,96439.74,0
29965,9,12,529.98,27,30,69,354.36,155.49,55,41231.55,0
29966,0,0,60.0,0,0,0,60.0,0.0,22,117310.979016494,0
29967,0,0,3.0,0,0,0,2.76,2.31,24,117310.979016494,0
29968,6,42,3.0,24,6,72,50.43,2.19,41,74286.51,1
29969,3,9,8499.96,18,15,42,0.0,11379.36,36,84067.77,0
29970,3,63,274.44,45,0,108,619.17,0.0,40,67974.36,0
29971,0,0,0.0,0,0,0,0.0,0.0,45,52426.2,1
29972,0,0,0.0,0,0,0,0.0,0.0,60,1090348.59,0
29973,0,0,0.0,0,0,0,0.0,0.0,23,117310.979016494,0
29974,9,0,30003.0,12,21,33,32415.84,67241.49,41,85001.52,0
29975,0,0,3.0,0,0,0,2.28,0.84,24,81956.58,0
29976,3,0,3.0,0,0,0,2.61,1.86,30,117310.979016494,0
29977,6,9,30.0,3,0,12,0.0,4.83,29,44095.05,0
29978,0,3,90.0,0,0,3,62.91,8.7,23,74279.73,0
29979,9,0,696.75,6,15,21,573.06,193.32,55,74423.37,0
29980,27,0,6653.04,27,6,33,5719.44,2.31,46,82095.36,0
29981,0,0,90.0,6,0,6,60.99,3.0,53,57491.82,0
29982,0,0,0.0,0,0,0,0.0,0.0,23,117310.979016494,0
29983,9,0,90.0,9,9,18,90.0,0.0,27,75056.52,0
29984,6,33,3816.06,12,6,51,3349.02,116.13,66,133127.55,0
29985,12,6,5678.01,9,6,21,3020.52,0.0,34,67894.05,0
29986,0,0,3.0,0,0,0,2.34,0.99,23,67870.32,0
29987,9,45,0.0,36,36,117,58116.84,21000.0,34,138760.38,0
29988,0,0,3.0,0,0,0,2.58,1.74,27,117310.979016494,0
29989,0,0,0.0,0,3,3,0.0,0.0,25,97648.92,0
29990,0,0,0.0,0,0,0,0.0,0.0,23,155962.53,0
29991,0,0,3.0,0,0,0,2.76,2.31,26,117310.979016494,0
29992,0,0,90.0,0,0,0,69.69,29.04,22,78072.69,0
29993,6,3,0.0,9,33,45,0.0,7200.0,35,186811.14,0
29994,3,0,1590.0,0,9,9,1169.67,329.01,46,149252.7,0
29995,3,3,532.26,9,3,15,1594.68,2499.96,35,150004.14,0
29996,45,12,25.14,69,69,150,21.42,32.91,35,117310.979016494,0
29997,0,0,0.0,0,0,0,0.0,0.0,66,59449.77,0
29998,0,0,0.0,0,0,0,0.0,0.0,41,117310.979016494,0
29999,3,0,0.0,9,0,9,2.88,0.0,26,68267.01,0
30000,0,0,0.0,0,0,0,0.0,0.0,37,106088.13,0
30001,0,3,0.0,0,9,12,0.0,0.0,23,71227.14,0
30002,0,3,60.0,6,30,39,54.0,42.03,23,122123.1,0
30003,21,9,0.0,6,0,15,0.0,2.61,23,187564.77,0
30004,0,6,38.58,36,3,45,45.12,0.0,29,113755.08,0
30005,0,0,0.0,0,0,0,0.0,0.0,24,117310.979016494,0
30006,0,0,0.0,0,0,0,0.0,0.0,23,223129.71,0
30007,0,9,60.0,3,0,12,233.52,1.95,30,38316.63,0
30008,3,0,3.0,0,0,0,2.1,0.27,30,110426.25,0
30009,15,0,18450.03,24,0,24,9300.03,0.0,37,45945.87,0
30010,0,0,0.0,3,9,12,0.0,7258.05,69,240242.7,0
30011,6,3,71.61,21,6,30,132.03,0.0,69,113384.01,0
30012,0,0,2.76,0,0,0,2.88,0.0,24,117310.979016494,0
30013,12,6,833.13,0,0,6,784.14,0.0,36,65305.59,0
30014,3,0,110.61,3,0,3,69.21,0.96,24,103236.3,0
30015,27,78,3348.42,72,39,189,2948.31,0.57,36,87780.57,0
30016,6,0,30.0,0,9,9,14311.41,42874.26,46,114260.46,0
30017,0,0,0.0,0,0,0,0.0,0.0,38,55586.25,0
30018,0,0,0.0,0,0,0,0.0,0.0,23,102707.49,0
30019,0,0,0.0,0,0,0,0.0,0.0,40,49235.04,0
30020,0,0,0.0,0,0,0,0.0,0.0,27,117310.979016494,0
30021,0,9,3.0,0,0,9,12.12,0.33,25,46122.87,0
30022,3,3,8739.69,33,6,42,2931.09,23.61,98,57229.59,0
30023,0,0,8496.63,0,3,3,0.0,0.0,47,140281.14,0
30024,3,0,3.0,0,0,0,2.91,2.7,27,121679.58,0
30025,3,21,685.68,45,3,69,2089.77,0.0,35,50156.37,0
30026,36,21,2340.63,3,0,24,1700.4,178.65,38,102030.12,0
30027,9,18,4603.14,36,15,69,2674.68,15.0,45,17831.97,0
30028,0,0,0.0,0,0,0,0.0,0.0,28,156101.73,0
30029,3,12,90.0,3,0,15,82.95,6.21,23,62698.59,0
30030,0,0,0.0,0,0,0,0.0,0.0,26,238372.53,0
30031,0,0,3.0,0,0,0,2.55,1.65,23,61854.72,0
30032,0,0,30.0,0,0,0,22.26,6.81,25,117310.979016494,0
30033,0,0,3.0,0,0,0,2.16,0.51,25,47443.98,0
30034,15,21,476.43,12,3,36,1756.98,18.21,35,86173.11,0
30035,0,0,3.0,0,0,0,2.28,0.87,26,119307.39,0
30036,0,0,0.0,0,0,0,0.0,0.0,39,69247.44,1
30037,0,0,3.0,0,0,0,2.82,2.43,36,117310.979016494,0
30038,0,0,3.0,3,0,3,2.34,0.99,30,139122.36,0
30039,0,0,3.0,0,0,0,2.79,2.4,27,117310.979016494,0
30040,0,0,3.0,0,0,0,2.28,0.87,23,40555.41,0
30041,0,3,90.0,0,0,3,83.79,71.4,23,117310.979016494,0
30042,9,15,401.4,6,21,42,289.89,237.12,23,117310.979016494,0
30043,0,0,0.0,0,0,0,611.1,0.0,30,117310.979016494,0
30044,0,0,0.0,0,0,0,0.0,0.0,35,33803.04,1
30045,0,9,51.75,48,3,60,53.31,0.0,50,25919.31,0
30046,0,0,0.0,3,0,3,0.0,0.0,43,135406.71,0
30047,33,6,26047.98,12,0,18,13053.99,0.0,62,44029.2,0
30048,0,0,3.0,0,0,0,2.55,1.65,25,207742.86,0
30049,9,18,0.0,0,0,18,61.59,0.0,28,186971.1,0
30050,0,0,0.0,0,0,0,0.0,0.0,12,139775.94,0
30051,0,0,3.0,0,0,0,2.82,2.43,24,49284.72,0
30052,6,3,2699.25,0,12,15,2452.2,2600.01,23,172727.7,0
30053,0,0,0.0,0,0,0,0.0,0.0,23,97978.92,0
30054,12,6,143242.95,39,6,51,113478.81,51.51,50,163020.99,0
30055,0,0,7306.44,0,3,3,5468.82,399.99,75,214188.27,0
30056,0,0,3.0,0,0,0,2.07,0.18,23,182715.09,0
30057,9,33,1444.38,30,3,66,1231.32,453.63,26,84044.94,0
30058,0,3,0.0,0,12,15,0.0,0.0,26,148955.4,0
30059,0,3,0.0,0,9,12,0.0,145161.3,46,39129.57,0
30060,9,12,3.0,0,0,12,121.14,1.86,32,186136.68,0
30061,18,3,217820.16,6,21,30,0.0,63408.48,40,341062.74,0
30062,3,0,0.0,0,0,0,0.0,2896.5,25,129487.92,0
30063,12,15,0.0,15,6,36,0.0,642.84,47,47938.68,0
30064,9,18,1463.34,6,3,27,1499.85,8.73,53,117310.979016494,0
30065,0,0,3.0,0,0,0,2.16,0.48,29,106223.22,0
30066,0,0,30.0,0,0,0,24.84,14.52,28,67794.54,0
30067,0,0,3.0,0,0,0,2.94,2.79,23,110394.9,0
30068,6,0,150.0,0,0,0,104.85,14.52,22,86398.41,0
30069,0,3,90.0,0,0,3,85.14,75.45,23,187756.08,0
30070,3,0,1616.25,9,0,9,1848.21,0.0,37,70923.42,0
30071,0,0,0.0,0,0,0,0.0,0.0,23,65697.03,0
30072,0,0,3.0,0,0,0,2.52,1.59,24,104885.58,0
30073,9,15,513.9,18,18,51,606.99,134.04,35,117310.979016494,0
30074,15,0,0.0,3,12,15,0.0,3249.0,42,123114.63,0
30075,9,21,6353.22,60,12,93,2640.96,1119.66,59,140279.79,0
30076,3,0,90.0,0,0,0,61.95,5.82,24,92167.26,0
30077,9,3,2562.99,18,12,33,878.58,9.78,54,159513.06,0
30078,3,0,0.0,0,6,6,0.0,1.71,26,92993.01,0
30079,0,0,90.0,0,0,0,61.95,5.82,31,55925.01,0
30080,0,0,0.0,3,0,3,0.0,0.0,28,212852.97,0
30081,0,0,0.0,0,3,3,0.0,0.0,33,137661.9,0
30082,3,15,3.0,0,0,15,2.22,0.63,24,243403.56,0
30083,0,0,30.0,0,0,0,20.97,2.88,22,36386.37,0
30084,12,12,1267.53,33,6,51,842.46,387.09,42,40846.5,0
30085,0,0,3.0,0,0,0,2.34,0.99,23,33446.49,0
30086,0,0,0.0,0,0,0,0.0,0.0,32,36524.4,1
30087,0,0,0.0,0,0,0,0.0,0.0,23,117310.979016494,0
30088,0,0,3.0,0,0,0,2.22,0.63,23,73168.62,0
30089,6,9,104.49,15,0,24,0.0,0.0,29,19889.37,0
30090,0,0,30.0,0,18,18,4861.95,14525.85,35,117375.96,0
30091,0,0,3.0,0,0,0,2.16,0.48,26,64524.75,0
30092,21,0,0.0,0,21,21,0.0,11046.27,68,185058.0,0
30093,0,0,0.0,0,0,0,0.0,0.0,24,191612.46,0
30094,12,0,300.0,3,15,18,216.12,48.39,52,117310.979016494,0
30095,0,0,3.0,0,6,6,2.43,1.29,26,29639.88,0
30096,0,0,0.0,0,0,0,0.0,0.0,70,116568.42,0
30097,3,3,33101.01,12,9,24,28689.15,22451.64,40,76127.13,0
30098,3,0,3.0,0,0,0,2.58,1.74,23,161577.12,0
30099,0,0,3.0,0,0,0,2.31,0.96,22,117310.979016494,0
30100,0,6,3.0,3,6,15,422.31,0.87,23,85073.55,0
30101,0,0,47.13,0,0,0,53.58,0.0,25,65601.33,0
30102,6,0,750.0,0,21,21,1790.64,3625.5,36,117310.979016494,0
30103,21,21,0.0,0,0,21,43548.39,0.0,42,145922.82,0
30104,0,0,0.0,0,0,0,0.0,0.0,25,161078.52,0
30105,0,0,0.0,0,0,0,0.0,0.0,23,117310.979016494,0
30106,0,0,3.0,0,0,0,2.37,1.14,23,27070.8,0
30107,6,0,120.0,3,12,15,90.66,31.95,66,145377.9,0
30108,0,0,60.0,0,6,6,45.33,16.02,53,25228.35,0
30109,0,6,203.01,6,3,15,1164.51,2.52,23,147568.68,0
30110,6,3,15.0,3,24,30,4212.33,12606.99,41,55484.19,0
30111,0,0,3.0,0,0,0,2.16,0.51,31,83030.43,0
30112,3,0,3.0,0,3,3,2.88,2.67,23,117310.979016494,0
30113,0,3,1054.86,6,0,9,1427.43,0.0,33,44652.78,0
30114,0,3,90.0,0,0,3,75.48,46.44,26,99505.02,0
30115,0,0,90.0,0,0,0,87.0,81.0,23,117310.979016494,0
30116,0,0,3.0,0,0,0,2.82,2.49,26,73901.49,0
30117,0,0,0.0,0,0,0,0.0,0.0,41,85749.18,1
30118,0,0,30.0,0,0,0,25.02,15.03,23,157201.53,0
30119,6,0,24648.66,0,0,0,19347.33,33387.3,61,161712.75,0
30120,0,0,0.0,0,0,0,0.0,0.0,23,173038.47,0
30121,0,0,0.0,0,0,0,0.0,0.0,23,117310.979016494,0
30122,0,0,3.0,0,0,0,2.85,2.55,23,233864.67,0
30123,0,0,0.0,0,9,9,0.0,33870.99,45,117310.979016494,0
30124,6,0,3.0,3,0,3,2.34,1.05,25,202636.32,0
30125,0,0,1.89,0,0,0,2.46,0.0,23,117310.979016494,0
30126,6,6,550.29,9,6,21,443.34,145.2,42,117310.979016494,0
30127,3,18,370.5,27,24,69,387.42,44.52,49,41336.82,0
30128,0,0,25.74,3,15,18,22.71,24.42,29,96472.2,0
30129,0,0,0.0,0,0,0,0.0,0.0,48,117310.979016494,1
30130,6,12,63.63,21,39,72,42.3,10.5,36,98798.07,0
30131,0,0,3.0,0,0,0,2.13,0.42,32,31485.72,0
30132,6,0,0.0,3,24,27,0.0,3008.04,44,178249.38,0
30133,0,0,0.0,0,0,0,0.0,0.0,24,89954.76,0
30134,0,0,120.0,0,0,0,97.32,51.99,24,117310.979016494,0
30135,15,6,116.13,9,9,24,91.65,58.08,40,43914.63,0
30136,0,0,0.0,0,0,0,0.0,0.0,24,189354.15,0
30137,0,0,3.0,0,0,0,2.76,2.31,29,109721.4,0
30138,0,0,3.0,0,0,0,2.52,1.59,30,148180.32,0
30139,0,0,3.0,0,0,0,2.04,0.09,27,67248.51,0
30140,0,0,0.0,0,0,0,0.0,0.0,23,133322.88,0
30141,0,0,6.0,3,0,3,5.01,3.0,27,78920.22,0
30142,0,0,0.0,0,0,0,0.0,0.0,46,139444.47,0
30143,3,21,94.26,0,6,27,78.15,94.41,30,79198.53,0
30144,9,0,0.0,3,9,12,0.0,87096.78,58,90794.01,0
30145,0,0,0.0,0,0,0,0.0,0.0,23,690306.72,0
30146,0,0,0.0,0,3,3,0.0,0.0,51,78854.85,1
30147,0,9,0.0,33,6,48,0.0,0.0,33,47187.72,0
30148,3,3,3.0,0,0,3,6.06,0.72,23,87593.28,0
30149,3,0,50.4,3,0,3,106.65,23.22,25,56484.54,0
30150,0,0,3.0,0,0,0,2.52,1.59,26,76881.3,0
30151,0,0,90.0,0,0,0,81.0,63.0,23,57662.34,0
30152,0,0,0.0,0,0,0,0.0,0.0,50,545856.33,0
30153,0,0,0.0,0,0,0,0.0,0.0,30,117310.979016494,0
30154,0,0,3.0,3,3,6,2.07,0.18,24,117310.979016494,0
30155,0,0,90.0,0,0,0,66.99,21.0,29,14857.71,0
30156,3,0,26.46,3,0,3,23.7,39.0,24,58354.71,0
30157,9,36,99.48,6,6,48,0.0,0.0,49,87575.82,0
30158,0,0,3.0,0,3,3,2.49,1.44,24,169430.34,0
30159,3,3,90.0,0,0,3,60.96,2.91,39,98114.82,0
30160,0,0,84.3,6,0,6,59.43,0.99,24,91696.68,0
30161,0,0,0.0,0,0,0,0.0,0.0,28,59852.46,1
30162,0,3,5922.87,54,3,60,6952.95,0.0,81,117310.979016494,0
30163,0,3,3.0,0,0,3,2.79,2.4,23,77126.01,0
30164,0,0,3.0,0,0,0,2.1,0.27,23,207900.78,0
30165,0,0,0.0,0,0,0,0.0,0.0,23,38049.9,0
30166,0,0,3.0,0,0,0,2.25,0.78,25,98551.68,0
30167,0,3,90.0,0,3,6,69.09,77.58,23,192747.12,0
30168,0,0,0.0,0,0,0,0.0,0.0,23,69723.33,0
30169,0,0,3.0,0,0,0,2.25,0.72,23,206027.91,0
30170,0,0,0.0,0,0,0,0.0,0.0,50,47305.05,0
30171,18,15,0.0,0,0,15,483.3,0.0,33,98295.18,0
30172,3,63,0.0,36,12,111,0.0,0.0,43,117310.979016494,0
30173,0,0,0.0,0,3,3,0.0,0.0,28,94554.57,0
30174,15,3,3.0,0,0,3,2.1,0.27,27,76234.02,0
30175,0,0,3.0,0,0,0,2.7,2.13,23,309620.01,0
30176,0,0,150.0,0,0,0,139.65,118.98,23,99283.17,0
30177,0,0,3.0,0,0,0,3.0,0.0,23,114109.95,0
30178,0,0,0.0,0,9,9,0.0,0.0,23,62708.94,0
30179,9,3,1800.0,9,6,18,1239.99,120.0,57,111510.57,0
30180,0,3,16.14,3,9,15,9.57,0.0,24,168257.34,0
30181,0,0,0.0,0,0,0,0.0,0.0,35,279931.47,0
30182,12,21,23.79,6,3,30,68752.41,0.0,39,117310.979016494,0
30183,0,0,3.0,0,0,0,2.61,1.86,23,117310.979016494,0
30184,0,0,3.0,0,0,0,2.85,2.55,25,66020.04,0
30185,0,0,0.0,0,0,0,0.0,0.0,68,117310.979016494,0
30186,3,6,241.41,6,6,18,208.2,105.84,23,138857.94,0
30187,0,0,330.0,0,6,6,309.69,269.04,34,87837.27,0
30188,15,54,546.57,33,27,114,0.0,252.24,23,81426.03,0
30189,3,0,3.0,0,0,0,2.16,0.48,29,33860.79,0
30190,0,0,90.0,0,6,6,87.0,81.0,24,117310.979016494,0
30191,3,3,150.0,0,9,12,126.66,79.98,38,117310.979016494,0
30192,3,0,3.0,6,0,6,3.0,0.0,26,14064.36,0
30193,3,6,21.0,3,0,9,177.93,0.0,67,80608.83,0
30194,0,0,0.0,0,0,0,0.0,0.0,42,24112.95,1
30195,6,6,289.32,69,30,105,0.0,11.4,45,45927.72,0
30196,0,0,3.0,0,0,0,2.88,2.61,24,51304.11,0
30197,15,9,555.78,30,18,57,418.23,315.03,42,87780.99,0
30198,0,0,150.0,0,6,6,127.41,118.98,23,117310.979016494,0
30199,0,0,3.0,0,0,0,2.79,2.4,23,117310.979016494,0
30200,0,0,1200.0,0,3,3,1164.75,1974.18,38,60210.45,0
30201,0,0,3.0,0,0,0,2.28,0.87,30,20082.78,0
30202,12,12,1710.0,0,0,12,1470.9,0.0,48,117310.979016494,0
30203,0,0,90.0,0,0,0,84.21,72.6,29,88548.21,0
30204,0,0,0.0,0,0,0,0.0,0.0,52,92163.15,0
30205,0,0,6.0,0,0,0,9.6,2.31,23,134603.13,0
30206,21,12,529.05,24,0,36,430.23,1.53,49,55518.75,0
30207,0,0,3.0,0,0,0,2.07,0.18,23,111783.42,0
30208,6,3,3.0,0,9,12,2.07,0.18,34,72609.45,0
30209,0,0,0.0,0,0,0,0.0,0.0,31,117310.979016494,0
30210,12,0,10607.85,6,3,9,4322.82,0.51,44,319150.14,0
30211,0,0,3.0,0,0,0,2.85,2.55,24,115069.26,0
30212,0,0,3.0,0,0,0,2.55,1.65,27,117310.979016494,0
30213,18,0,0.0,6,45,51,0.0,164999.97,40,177512.19,1
30214,0,0,0.0,0,0,0,0.0,0.0,49,78635.49,1
30215,6,9,90.0,3,0,12,44.79,5.82,23,117310.979016494,0
30216,9,6,735.66,15,3,24,1105.14,1.32,74,39561.03,0
30217,0,0,0.0,0,0,0,0.0,0.0,42,117310.979016494,0
30218,48,6,2.4,15,0,21,7.2,0.0,49,117310.979016494,1
30219,0,0,0.0,0,0,0,0.0,0.0,24,192406.62,0
30220,0,0,0.0,3,0,3,0.0,0.0,35,121414.44,0
30221,9,15,150.0,12,0,27,150.0,0.0,32,100985.22,0
30222,9,75,3.0,72,36,183,1.53,0.09,62,117310.979016494,0
30223,0,0,30.0,0,0,0,28.29,24.84,24,117310.979016494,0
30224,3,3,6.0,6,0,9,4.26,0.78,24,89150.13,0
30225,9,9,126000.0,15,0,24,0.0,174193.56,47,88314.0,0
30226,0,0,3.0,0,0,0,2.04,0.09,30,134503.5,0
30227,3,3,904.05,15,9,27,1174.41,198.24,33,204687.6,0
30228,21,9,300.0,12,3,24,435.36,80.04,68,117310.979016494,0
30229,12,0,90.0,9,6,15,3412.23,10056.66,86,405432.84,0
30230,0,0,0.0,0,0,0,0.0,0.0,54,117310.979016494,1
30231,0,39,322.38,45,6,90,283.59,61.65,70,80557.38,0
30232,0,0,0.0,0,0,0,0.0,0.0,23,180998.01,0
30233,0,0,3.0,0,0,0,2.31,0.93,49,39611.91,0
30234,0,18,1254.39,12,9,39,822.66,139.68,33,117310.979016494,0
30235,0,0,1.11,3,0,3,12.39,34.92,44,204181.05,0
30236,0,0,90.0,0,6,6,76.44,49.32,42,29519.52,0
30237,0,0,3.0,0,0,0,2.49,1.44,25,74810.85,0
30238,0,0,0.0,0,0,0,0.0,0.0,23,76857.3,0
30239,0,0,0.0,0,0,0,0.0,0.0,41,117310.979016494,0
30240,0,0,0.0,0,0,0,0.0,0.0,26,96404.25,0
30241,0,6,0.0,3,3,12,139.35,0.0,26,80697.15,0
30242,0,0,6.0,0,0,0,5.79,5.4,27,171957.39,1
30243,0,3,3.0,0,0,3,2.4,1.17,23,111883.26,0
30244,0,0,0.0,0,0,0,0.0,0.0,42,117310.979016494,0
30245,3,0,3.0,0,0,0,2.13,0.39,37,82813.89,0
30246,3,6,90.0,0,0,6,88.62,5.82,23,132796.95,0
30247,6,3,1169.43,15,0,18,952.65,0.0,37,99791.73,0
30248,6,0,0.0,0,6,6,0.0,0.0,59,117310.979016494,0
30249,0,0,0.0,0,0,0,0.0,0.0,30,48405.3,0
30250,0,0,0.0,0,3,3,0.0,0.0,47,117310.979016494,0
30251,18,0,48.0,12,9,21,54.0,0.0,55,147836.43,0
30252,0,0,90.0,0,0,0,72.0,36.03,24,89289.63,0
30253,12,3,60.0,6,9,18,4046.01,12018.0,49,117310.979016494,0
30254,0,0,3.0,0,0,0,2.34,1.05,25,59880.66,0
30255,3,0,3.0,6,0,6,2.1,0.3,28,226077.24,0
30256,6,0,90.0,9,3,12,84.81,74.46,23,48388.68,0
30257,0,0,3.0,0,0,0,2.94,2.82,25,98245.59,0
30258,0,0,0.0,0,0,0,0.0,0.0,23,225603.48,0
30259,0,0,0.0,0,0,0,0.0,0.0,53,185377.05,0
30260,0,0,3.0,0,0,0,2.07,0.21,26,192852.57,0
30261,6,0,3.0,0,0,0,2.13,0.39,23,253396.95,0
30262,0,0,0.0,0,0,0,0.0,0.0,25,117310.979016494,0
30263,0,0,0.0,0,0,0,0.0,0.0,23,249636.03,0
30264,3,0,307.89,3,3,6,141.09,48.39,35,28027.17,0
30265,15,15,1663.62,30,12,57,1371.96,14.88,36,123261.72,0
30266,0,0,0.0,0,0,0,0.0,0.0,23,72456.15,0
30267,6,66,0.0,54,18,138,0.0,0.51,37,117162.03,0
30268,0,0,0.0,0,0,0,0.0,0.0,23,184790.85,0
30269,0,0,3.0,0,0,0,2.88,2.67,27,187954.89,0
30270,0,0,0.0,0,0,0,0.0,0.0,47,70576.11,0
30271,9,3,5811.3,15,3,21,0.0,0.0,41,117310.979016494,0
30272,6,0,90.0,0,0,0,63.87,11.61,23,64849.5,0
30273,9,72,4181.01,39,51,162,2333.64,120.03,34,125504.04,0
30274,0,0,0.0,0,0,0,0.0,0.0,34,117310.979016494,0
30275,51,0,19004.97,0,3,3,10017.42,11034.42,35,64054.17,0
30276,0,0,3.0,0,0,0,2.61,1.86,23,98598.09,0
30277,0,0,3.0,0,0,0,2.28,0.87,23,64731.27,0
30278,0,9,349.38,18,24,51,208.41,70.59,38,127788.57,0
30279,0,0,15.0,0,0,0,14.31,12.96,24,47633.64,0
30280,0,0,0.0,0,0,0,0.0,0.0,23,95182.5,0
30281,0,0,0.0,0,0,0,0.0,0.0,58,47762.31,0
30282,0,0,90.0,0,0,0,64.83,14.52,40,117310.979016494,0
30283,0,0,0.0,0,0,0,0.0,0.0,27,117310.979016494,0
30284,6,0,3.0,0,0,0,2.55,1.62,23,83289.81,0
30285,3,0,2707.29,3,0,3,0.0,2300.04,33,117310.979016494,0
30286,15,0,0.0,0,27,27,0.0,31000.2,39,76251.66,0
30287,0,0,3.0,0,0,0,2.07,0.18,30,110175.96,0
30288,0,0,0.0,3,3,6,0.0,0.0,23,77874.96,0
30289,0,0,90.0,0,0,0,72.99,39.0,26,66792.12,0
30290,0,3,3.0,0,0,3,38.25,2.31,25,48474.06,0
30291,0,0,90.0,0,0,0,61.08,3.21,23,117310.979016494,0
30292,12,3,0.6,0,0,3,1803.33,0.0,57,117310.979016494,0
30293,0,0,3.0,0,0,0,2.88,2.61,24,140224.14,0
30294,3,6,111.3,12,3,21,130.92,0.0,34,110455.08,0
30295,12,24,0.0,30,15,69,0.0,509.52,34,195295.56,1
30296,0,0,3.0,3,6,9,2.67,2.04,24,33675.57,0
30297,45,0,170.58,0,0,0,15039.69,51.15,83,301642.83,0
30298,18,6,6.0,3,3,12,621.33,2.88,38,79817.1,0
30299,3,21,0.0,39,33,93,0.0,0.0,52,63064.32,0
30300,0,0,0.0,0,0,0,0.0,0.0,24,46419.78,0
30301,3,3,172.47,6,30,39,1652.01,4483.56,44,77014.53,0
30302,0,0,3.0,0,0,0,2.73,2.22,23,117310.979016494,0
30303,0,0,90.0,0,0,0,74.01,42.0,23,117310.979016494,0
30304,6,0,0.0,3,3,6,0.0,0.0,38,276461.61,0
30305,0,3,0.0,9,9,21,0.0,0.0,24,76347.54,0
